KY,ケンタッキー州,1,99
KY,ケンタッキー州,1,ランド・ポール,GOP,共和党,913276,62,1,1,5617,1
KY,ケンタッキー州,2,チャールズ・ブッカー,Dem,民主党,564297,38,0,0,6540,0
