SC,サウスカロライナ州,1,100
SC,サウスカロライナ州,2,ティム・スコット,GOP,共和党,1066274,63,1,1,48048,1
SC,サウスカロライナ州,1,クリストル・マシューズ,Dem,民主党,627616,37,0,0,49617,0
