WA,ワシントン州,1,99
WA,ワシントン州,1,パティー・マリー,Dem,民主党,1733382,57,1,0,7591,1
WA,ワシントン州,2,ティファニー・スマイリー,GOP,共和党,1292195,43,0,0,9468,0
