WI,ウィスコンシン州,1,99
WI,ウィスコンシン州,2,ロン・ジョンソン,GOP,共和党,1336928,50,1,1,26723,1
WI,ウィスコンシン州,1,マンデラ・バーンズ,Dem,民主党,1310673,50,0,0,28402,0
