SD,サウスダコタ州,1,99
SD,サウスダコタ州,3,ジョン・スーン,GOP,共和党,242282,70,1,0,47239,1
SD,サウスダコタ州,1,ブライアン・ベングス,Dem,民主党,90996,26,0,0,48751,0
SD,サウスダコタ州,2,Tamara Lesnar,Lib,無所属,14695,4,0,0,48761,0
