AL,アラバマ州,1,99
AL,アラバマ州,2,ケイティ・ブリット,GOP,共和党,940048,67,1,1,6052,0
AL,アラバマ州,1,ウィル・ボイド,Dem,民主党,435428,31,0,0,6047,0
AL,アラバマ州,3,John Sophocleus,Lib,無所属,32790,2,0,0,6320,0
